"symbol","gene_id","log2FoldChange","padj","baseMean","regulacion"
"TKTL1","ENSG00000007350.18",-2.076,"1.40e-03",4.05,"Down"
"SBSPON","ENSG00000164764.11",-2.078,"3.64e-05",89.97,"Down"
"DUOX1","ENSG00000137857.18",-2.079,"3.44e-05",1035.67,"Down"
"IQSEC3","ENSG00000120645.12",-2.081,"6.97e-05",35.63,"Down"
NA,"ENSG00000273341.3",-2.082,"8.59e-07",14.06,"Down"
"DPEP2","ENSG00000167261.14",-2.083,"4.53e-16",160.7,"Down"
"ERVFRD-1","ENSG00000244476.4",-2.084,"9.37e-05",8.99,"Down"
NA,"ENSG00000303525.1",-2.086,"2.05e-06",16.62,"Down"
NA,"ENSG00000266283.2",-2.086,"3.82e-04",3.8,"Down"
"FAM237B","ENSG00000283267.2",-2.086,"2.04e-02",2.43,"Down"
"PLPPR1","ENSG00000148123.15",-2.088,"2.90e-06",42.63,"Down"
NA,"ENSG00000274508.1",-2.088,"6.79e-03",2.35,"Down"
"SH2D1B","ENSG00000198574.6",-2.089,"9.59e-06",27.78,"Down"
NA,"ENSG00000288771.3",-2.091,"1.34e-22",171.1,"Down"
NA,"ENSG00000228347.1",-2.091,"1.23e-03",4.3,"Down"
NA,"ENSG00000250899.3",-2.092,"1.06e-11",61.77,"Down"
"LINC02201","ENSG00000251538.8",-2.092,"4.92e-02",1.35,"Down"
NA,"ENSG00000279447.1",-2.093,"5.74e-03",2.46,"Down"
"BCL2A1","ENSG00000140379.9",-2.094,"7.55e-12",394.59,"Down"
NA,"ENSG00000254810.3",-2.095,"1.06e-11",48.63,"Down"
"PCDHA12","ENSG00000251664.5",-2.096,"3.77e-04",24.04,"Down"
"PADI4","ENSG00000159339.13",-2.098,"5.87e-08",10.67,"Down"
NA,"ENSG00000286248.1",-2.1,"3.35e-04",5.19,"Down"
"ARHGAP31","ENSG00000031081.11",-2.101,"9.29e-27",1439.75,"Down"
"HLA-DQA1","ENSG00000196735.13",-2.101,"5.71e-09",7137.3,"Down"
NA,"ENSG00000302079.1",-2.101,"1.51e-02",3,"Down"
NA,"ENSG00000258943.1",-2.103,"8.00e-03",2.5,"Down"
NA,"ENSG00000234964.4",-2.104,"4.33e-06",1191.58,"Down"
"PTCHD3","ENSG00000182077.12",-2.104,"2.00e-02",2.5,"Down"
"GBP4","ENSG00000162654.9",-2.105,"8.82e-11",1980.6,"Down"
"HLA-DRB5","ENSG00000198502.7",-2.106,"5.79e-14",7475.06,"Down"
"FAM162B","ENSG00000183807.8",-2.107,"4.21e-09",69.42,"Down"
NA,"ENSG00000307242.1",-2.108,"4.83e-02",1.11,"Down"
NA,"ENSG00000307933.1",-2.109,"1.07e-02",2.17,"Down"
"CLEC1A","ENSG00000150048.10",-2.111,"3.90e-38",114.81,"Down"
"ANOS1","ENSG00000011201.12",-2.112,"4.26e-11",1964.32,"Down"
"C20orf202","ENSG00000215595.3",-2.113,"5.61e-13",15.3,"Down"
"FCGR1A","ENSG00000150337.14",-2.115,"1.03e-24",310.56,"Down"
NA,"ENSG00000299686.1",-2.116,"5.71e-03",2.44,"Down"
"CYP17A1","ENSG00000148795.7",-2.117,"1.78e-03",3.02,"Down"
"SLC51B","ENSG00000186198.4",-2.12,"1.14e-10",29.32,"Down"
"S100A4","ENSG00000196154.12",-2.121,"7.59e-22",2609.37,"Down"
"DLC1","ENSG00000164741.15",-2.121,"6.27e-15",2545.14,"Down"
"MFAP3L","ENSG00000198948.12",-2.121,"2.91e-12",134.02,"Down"
NA,"ENSG00000270091.1",-2.121,"8.72e-06",8.61,"Down"
"DDC","ENSG00000132437.18",-2.121,"3.87e-04",13.84,"Down"
NA,"ENSG00000289191.3",-2.122,"1.45e-04",4.33,"Down"
"PTPN21","ENSG00000070778.13",-2.125,"5.68e-39",690.92,"Down"
"CGNL1","ENSG00000128849.11",-2.125,"2.09e-24",1171.13,"Down"
NA,"ENSG00000263050.2",-2.125,"3.73e-03",17.99,"Down"
"LY75-CD302","ENSG00000248672.5",-2.125,"3.67e-02",1.4,"Down"
"LINC01645","ENSG00000224968.5",-2.126,"6.03e-04",6.05,"Down"
"SLIT2","ENSG00000145147.20",-2.127,"8.86e-28",928.76,"Down"
"LINC02104","ENSG00000271334.7",-2.128,"3.70e-03",2.77,"Down"
"BMP2","ENSG00000125845.7",-2.129,"1.30e-04",527.55,"Down"
"HLX-AS1","ENSG00000257551.2",-2.129,"5.10e-03",3.07,"Down"
"PTGFR","ENSG00000122420.10",-2.13,"5.11e-08",87.45,"Down"
"NR0B2","ENSG00000131910.5",-2.131,"1.28e-04",10.64,"Down"
"GIMAP6","ENSG00000133561.15",-2.135,"2.77e-32",883.8,"Down"
NA,"ENSG00000295150.1",-2.136,"3.45e-02",1.38,"Down"
"SCN4B","ENSG00000177098.9",-2.137,"2.79e-14",275.16,"Down"
"RBP4","ENSG00000138207.15",-2.138,"7.47e-05",64.97,"Down"
"SCEL","ENSG00000136155.17",-2.14,"1.37e-06",1751.62,"Down"
"ABCG2","ENSG00000118777.12",-2.141,"5.88e-26",182.63,"Down"
NA,"ENSG00000286646.3",-2.141,"8.29e-12",73.67,"Down"
NA,"ENSG00000229671.3",-2.141,"3.20e-05",7.87,"Down"
"FGG","ENSG00000171557.17",-2.142,"1.29e-03",1159.75,"Down"
NA,"ENSG00000277135.1",-2.142,"1.30e-02",2.22,"Down"
"SFTPD","ENSG00000133661.17",-2.143,"6.55e-04",3792.15,"Down"
"NCF2","ENSG00000116701.16",-2.145,"4.06e-20",1818.27,"Down"
"ENTREP2","ENSG00000104059.5",-2.145,"1.74e-07",14.53,"Down"
NA,"ENSG00000285534.2",-2.145,"4.81e-03",3.12,"Down"
NA,"ENSG00000257953.1",-2.147,"1.02e-02",2.49,"Down"
"LOC102724593","ENSG00000231187.4",-2.148,"3.01e-11",15.96,"Down"
NA,"ENSG00000290790.2",-2.148,"2.01e-03",3.02,"Down"
"TAFA4","ENSG00000163377.16",-2.148,"4.58e-02",0.9,"Down"
NA,"ENSG00000225399.4",-2.149,"3.45e-02",1.66,"Down"
"ACSS3","ENSG00000111058.8",-2.15,"2.49e-12",335.25,"Down"
"GPC5","ENSG00000179399.16",-2.151,"2.78e-04",37.39,"Down"
NA,"ENSG00000305435.1",-2.151,"1.49e-03",3.11,"Down"
NA,"ENSG00000301643.1",-2.151,"3.06e-03",2.78,"Down"
"ATP6V0D2","ENSG00000147614.4",-2.152,"5.29e-04",158.54,"Down"
NA,"ENSG00000289946.1",-2.153,"4.53e-02",0.92,"Down"
NA,"ENSG00000250961.3",-2.157,"1.49e-03",2.77,"Down"
"RAMP2-AS1","ENSG00000197291.10",-2.158,"6.68e-09",38.54,"Down"
"ST13P20","ENSG00000215875.4",-2.161,"3.45e-02",1.72,"Down"
NA,"ENSG00000230400.4",-2.162,"1.23e-02",2.23,"Down"
NA,"ENSG00000253549.7",-2.164,"4.04e-07",13.05,"Down"
NA,"ENSG00000306330.1",-2.166,"8.93e-03",1.98,"Down"
NA,"ENSG00000300285.1",-2.166,"2.29e-02",1.69,"Down"
NA,"ENSG00000303257.1",-2.168,"2.90e-02",1.7,"Down"
"PRSS35","ENSG00000146250.7",-2.17,"2.47e-09",21.89,"Down"
"OVCH2","ENSG00000183378.13",-2.171,"2.41e-04",21.23,"Down"
"GRK5","ENSG00000198873.12",-2.175,"5.82e-26",716.55,"Down"
NA,"ENSG00000205018.2",-2.175,"1.19e-02",2.22,"Down"
"LOC101929130","ENSG00000283175.2",-2.176,"3.04e-04",3.87,"Down"
"PRKCE","ENSG00000171132.14",-2.178,"7.51e-54",584.86,"Down"
"ENTREP1","ENSG00000135063.20",-2.178,"9.72e-10",341.24,"Down"
NA,"ENSG00000299322.1",-2.179,"2.76e-02",1.69,"Down"
"PIP5K1B","ENSG00000107242.20",-2.18,"2.85e-05",405.07,"Down"
NA,"ENSG00000267262.3",-2.18,"2.79e-02",2.29,"Down"
NA,"ENSG00000233038.8",-2.182,"1.61e-07",18.63,"Down"
"MROCKI","ENSG00000227502.5",-2.183,"1.11e-14",38.82,"Down"
"HLF","ENSG00000108924.14",-2.183,"5.79e-12",442.17,"Down"
"DUOXA1","ENSG00000140254.13",-2.184,"2.20e-05",385.9,"Down"
"PROK2","ENSG00000163421.9",-2.185,"1.19e-04",18.67,"Down"
"LINC00515","ENSG00000260583.1",-2.185,"4.70e-02",1.19,"Down"
"ANO2","ENSG00000047617.18",-2.187,"7.56e-09",22.38,"Down"
NA,"ENSG00000304845.1",-2.187,"1.81e-04",14.76,"Down"
"TRBV25-1","ENSG00000282499.1",-2.187,"2.75e-02",2.44,"Down"
"GIMAP7","ENSG00000179144.5",-2.189,"1.27e-15",464.42,"Down"
"MS4A7","ENSG00000166927.13",-2.192,"1.90e-40",1912.83,"Down"
"NDRG4","ENSG00000103034.15",-2.193,"2.41e-08",171.1,"Down"
"MRC1","ENSG00000260314.3",-2.193,"4.06e-08",5955.65,"Down"
NA,"ENSG00000289404.3",-2.194,"1.12e-10",18.42,"Down"
"MYO1A","ENSG00000166866.13",-2.195,"8.37e-10",14.64,"Down"
"KLF4","ENSG00000136826.15",-2.2,"8.05e-14",681.48,"Down"
NA,"ENSG00000304403.1",-2.2,"4.75e-03",7.54,"Down"
NA,"ENSG00000276972.2",-2.2,"3.11e-02",4,"Down"
"C14orf132","ENSG00000227051.7",-2.203,"1.54e-20",567.6,"Down"
"SPN","ENSG00000197471.12",-2.205,"1.14e-09",820.24,"Down"
"PALMD","ENSG00000099260.12",-2.206,"1.35e-17",465.65,"Down"
"LINC01412","ENSG00000232606.4",-2.207,"1.05e-02",1.95,"Down"
"ANGPT1","ENSG00000154188.10",-2.208,"1.40e-08",472.5,"Down"
"SCIMP","ENSG00000161929.15",-2.209,"2.56e-15",166.62,"Down"
"LINC02289","ENSG00000258819.3",-2.209,"7.09e-05",15.08,"Down"
"CD101","ENSG00000134256.13",-2.21,"1.57e-24",174.83,"Down"
"ABCC8","ENSG00000006071.16",-2.211,"1.11e-05",6.05,"Down"
"FGF10","ENSG00000070193.5",-2.211,"9.40e-05",38.08,"Down"
"LPA","ENSG00000198670.13",-2.211,"1.89e-02",1.77,"Down"
"KLF2","ENSG00000127528.6",-2.212,"3.38e-27",144.74,"Down"
NA,"ENSG00000267530.6",-2.212,"5.70e-04",20.16,"Down"
"SNX10-AS1","ENSG00000225792.4",-2.213,"2.14e-18",25.64,"Down"
NA,"ENSG00000258826.7",-2.213,"3.29e-02",1.41,"Down"
"HYAL1","ENSG00000114378.17",-2.218,"3.05e-08",264.32,"Down"
"ZBED2","ENSG00000177494.6",-2.219,"2.33e-08",153.14,"Down"
"PVALB","ENSG00000100362.13",-2.219,"4.73e-04",6.09,"Down"
NA,"ENSG00000289224.2",-2.219,"5.73e-03",2.31,"Down"
"MACROD2","ENSG00000172264.19",-2.22,"2.60e-06",496.75,"Down"
NA,"ENSG00000296053.1",-2.22,"3.29e-02",1.45,"Down"
"BMX","ENSG00000102010.15",-2.221,"1.26e-09",29.16,"Down"
NA,"ENSG00000260571.1",-2.221,"1.93e-03",2.64,"Down"
"OTULINL","ENSG00000145569.6",-2.223,"6.51e-37",882.62,"Down"
"RSPO4","ENSG00000101282.9",-2.224,"1.65e-09",29.11,"Down"
"FABP5","ENSG00000164687.11",-2.224,"1.20e-06",150.19,"Down"
"ID4","ENSG00000172201.12",-2.225,"4.25e-08",525.26,"Down"
NA,"ENSG00000225938.4",-2.227,"1.88e-12",18.19,"Down"
NA,"ENSG00000279317.5",-2.229,"1.95e-08",10.48,"Down"
"SLC22A10","ENSG00000184999.13",-2.23,"5.30e-04",3.17,"Down"
"AQP9","ENSG00000103569.11",-2.231,"7.21e-11",615.78,"Down"
"ANXA8","ENSG00000276850.6",-2.232,"1.15e-04",101.94,"Down"
"ASCL1","ENSG00000139352.4",-2.232,"3.61e-02",5.52,"Down"
"ADAMTSL3","ENSG00000156218.13",-2.233,"7.32e-19",282.71,"Down"
NA,"ENSG00000286393.1",-2.233,"3.36e-04",6.64,"Down"
NA,"ENSG00000296086.1",-2.238,"1.09e-02",3.43,"Down"
NA,"ENSG00000224000.2",-2.239,"5.71e-03",3.85,"Down"
NA,"ENSG00000304370.1",-2.239,"2.11e-02",1.71,"Down"
"LOC124903386","ENSG00000288302.4",-2.239,"2.55e-02",1.45,"Down"
"LOC107985892","ENSG00000289156.3",-2.24,"1.14e-02",1.77,"Down"
NA,"ENSG00000272463.3",-2.241,"6.36e-10",27.13,"Down"
NA,"ENSG00000238755.3",-2.243,"3.09e-03",13.15,"Down"
"CLEC12A","ENSG00000172322.14",-2.246,"1.75e-11",249.87,"Down"
"SCG3","ENSG00000104112.9",-2.249,"1.25e-04",4.92,"Down"
"FGD5","ENSG00000154783.12",-2.251,"1.72e-50",710.35,"Down"
NA,"ENSG00000279811.1",-2.251,"2.68e-03",2.6,"Down"
NA,"ENSG00000239569.6",-2.252,"7.62e-16",265.59,"Down"
"TBX4","ENSG00000121075.11",-2.255,"7.32e-15",324.36,"Down"
"ARHGEF2-AS1","ENSG00000224276.1",-2.255,"2.89e-08",9.58,"Down"
NA,"ENSG00000303671.1",-2.256,"2.61e-02",1.21,"Down"
"LRRC19","ENSG00000184434.8",-2.258,"1.53e-04",5.54,"Down"
"ADGRE1","ENSG00000174837.15",-2.259,"6.63e-12",85.09,"Down"
NA,"ENSG00000301787.1",-2.259,"1.00e-02",2.7,"Down"
"LINC01985","ENSG00000227260.3",-2.26,"4.11e-02",0.98,"Down"
"CLEC14A","ENSG00000176435.7",-2.263,"7.02e-50",568.7,"Down"
"CCL2","ENSG00000108691.10",-2.263,"4.05e-05",1835.95,"Down"
NA,"ENSG00000297530.1",-2.263,"4.70e-02",1.45,"Down"
"LOC102723313","ENSG00000248896.4",-2.265,"5.22e-08",12.74,"Down"
"COL6A6","ENSG00000206384.11",-2.265,"1.63e-07",456.34,"Down"
"CIBAR1-DT","ENSG00000246662.7",-2.266,"1.28e-03",4.79,"Down"
NA,"ENSG00000304842.1",-2.266,"9.90e-03",2.12,"Down"
NA,"ENSG00000300723.1",-2.266,"4.29e-02",1.22,"Down"
"FPR2","ENSG00000171049.9",-2.267,"4.18e-07",177.69,"Down"
"ATP8B5P","ENSG00000290567.2",-2.268,"5.34e-07",11.97,"Down"
"NHLH2","ENSG00000177551.5",-2.268,"3.77e-03",12.37,"Down"
"KRT27","ENSG00000171446.7",-2.269,"5.56e-04",3.24,"Down"
"LOC124900533","ENSG00000212391.1",-2.269,"1.13e-02",2.69,"Down"
"FAT3","ENSG00000165323.16",-2.27,"1.60e-10",48.58,"Down"
"SCN7A","ENSG00000136546.17",-2.271,"4.94e-14",862.87,"Down"
NA,"ENSG00000286758.2",-2.272,"3.28e-02",1.23,"Down"
"LINC00472","ENSG00000233237.10",-2.273,"1.76e-14",228.1,"Down"
"PECAM1","ENSG00000261371.6",-2.275,"9.84e-133",7956.37,"Down"
"PAQR5-DT","ENSG00000261634.5",-2.275,"2.15e-18",28.53,"Down"
"NKAPL","ENSG00000189134.4",-2.276,"5.33e-08",8.06,"Down"
NA,"ENSG00000296975.1",-2.276,"6.21e-06",5.69,"Down"
"SH2D4B","ENSG00000178217.15",-2.276,"1.41e-05",6.94,"Down"
"ALOX5AP","ENSG00000132965.10",-2.28,"2.06e-17",1730.3,"Down"
"C1orf162","ENSG00000143110.12",-2.281,"1.88e-37",828.15,"Down"
"TSPAN7","ENSG00000156298.13",-2.281,"7.76e-10",539.69,"Down"
"TFAP2B","ENSG00000008196.13",-2.281,"4.10e-02",2.82,"Down"
"FYB2","ENSG00000187889.13",-2.284,"3.35e-04",37.6,"Down"
"KANK3","ENSG00000186994.12",-2.285,"6.55e-09",22.82,"Down"
NA,"ENSG00000236044.1",-2.285,"5.31e-07",41.4,"Down"
NA,"ENSG00000293969.1",-2.285,"2.89e-06",8.15,"Down"
"FAM181A","ENSG00000140067.7",-2.287,"1.83e-02",2.08,"Down"
NA,"ENSG00000299678.1",-2.287,"2.69e-02",1.5,"Down"
"HOXA5","ENSG00000106004.5",-2.288,"8.85e-19",151.35,"Down"
"LOC100533629","ENSG00000232578.4",-2.288,"4.16e-02",1.24,"Down"
NA,"ENSG00000301613.1",-2.29,"2.39e-02",1.51,"Down"
"ADGRE3","ENSG00000131355.16",-2.292,"9.59e-06",65.75,"Down"
"ART4","ENSG00000111339.12",-2.293,"4.14e-09",67.38,"Down"
"LOC105374928","ENSG00000233656.3",-2.294,"1.66e-02",2.12,"Down"
"LRRC74A","ENSG00000100565.16",-2.295,"3.18e-03",2.11,"Down"
"PPARG","ENSG00000132170.24",-2.299,"4.86e-14",513.39,"Down"
"ABI3BP","ENSG00000154175.19",-2.301,"5.45e-21",1425.38,"Down"
NA,"ENSG00000241720.2",-2.301,"4.49e-02",1.25,"Down"
"CD300H","ENSG00000284690.3",-2.302,"1.17e-07",7.62,"Down"
"ENPP6","ENSG00000164303.11",-2.302,"2.01e-07",15.41,"Down"
"HEMGN","ENSG00000136929.13",-2.302,"7.15e-03",3.3,"Down"
"LINC01290","ENSG00000260468.1",-2.305,"3.27e-04",3.33,"Down"
NA,"ENSG00000309375.1",-2.305,"1.76e-02",31.06,"Down"
NA,"ENSG00000308682.1",-2.307,"1.47e-06",5.83,"Down"
NA,"ENSG00000273760.1",-2.308,"9.17e-04",24.92,"Down"
"XAGE2","ENSG00000155622.7",-2.309,"1.78e-02",30.9,"Down"
"PDK4","ENSG00000004799.8",-2.31,"8.99e-09",978.96,"Down"
"CLDN5","ENSG00000184113.10",-2.311,"3.20e-17",93.95,"Down"
"SYN2","ENSG00000157152.17",-2.313,"2.17e-18",26.86,"Down"
"LIMS2","ENSG00000072163.20",-2.314,"3.29e-10",156.84,"Down"
NA,"ENSG00000232044.9",-2.314,"6.17e-04",13.08,"Down"
"ZP2","ENSG00000103310.11",-2.315,"1.51e-02",1.84,"Down"
"SLC5A4","ENSG00000100191.6",-2.316,"1.64e-10",12.81,"Down"
"CACNB4","ENSG00000182389.20",-2.317,"4.97e-11",95.35,"Down"
NA,"ENSG00000309029.1",-2.319,"1.66e-02",5.06,"Down"
"SMTNL2","ENSG00000188176.12",-2.32,"9.16e-09",22.17,"Down"
"GLDN","ENSG00000186417.15",-2.322,"6.85e-07",271.67,"Down"
"LINC00189","ENSG00000215533.9",-2.322,"1.76e-03",3.66,"Down"
"LINC02941","ENSG00000236013.9",-2.323,"4.44e-02",1,"Down"
"HIGD1B","ENSG00000131097.7",-2.324,"3.33e-10",79.77,"Down"
"RASGRF1","ENSG00000058335.16",-2.324,"9.64e-08",545.28,"Down"
"ZNF676","ENSG00000196109.9",-2.326,"5.01e-04",4.94,"Down"
NA,"ENSG00000287124.3",-2.326,"1.72e-03",3.42,"Down"
"ACVRL1","ENSG00000139567.14",-2.327,"1.99e-47",805.97,"Down"
NA,"ENSG00000298678.1",-2.327,"2.00e-09",13.86,"Down"
NA,"ENSG00000267207.2",-2.328,"3.27e-14",20.7,"Down"
"MGAT3-AS1","ENSG00000227188.1",-2.329,"9.83e-03",1.89,"Down"
"LINC01093","ENSG00000249173.9",-2.329,"3.75e-02",0.8,"Down"
"ALDH1A1","ENSG00000165092.13",-2.33,"5.18e-14",2559.22,"Down"
NA,"ENSG00000259647.2",-2.331,"8.25e-10",9.62,"Down"
"L1TD1","ENSG00000240563.3",-2.331,"1.14e-05",34.05,"Down"
NA,"ENSG00000244953.1",-2.333,"1.19e-04",9.3,"Down"
"FMO2","ENSG00000094963.14",-2.334,"4.04e-08",3300.13,"Down"
"LINC01700","ENSG00000232837.1",-2.334,"3.49e-02",1.02,"Down"
NA,"ENSG00000258740.2",-2.335,"3.79e-02",1.9,"Down"
"SPMIP11","ENSG00000257987.6",-2.336,"3.72e-02",0.81,"Down"
"ARHGAP6","ENSG00000047648.23",-2.337,"1.69e-52",179.06,"Down"
"LIPA","ENSG00000107798.18",-2.337,"7.05e-15",7406.54,"Down"
"APOA1","ENSG00000118137.10",-2.337,"1.05e-02",2.49,"Down"
"SPATA22","ENSG00000141255.13",-2.337,"2.79e-02",1.5,"Down"
"SLCO2A1","ENSG00000174640.15",-2.339,"8.62e-21",1475.76,"Down"
"TRGJP1","ENSG00000211692.1",-2.339,"4.64e-02",1.55,"Down"
"FAM138B","ENSG00000226516.8",-2.343,"1.37e-06",28.29,"Down"
"SOD2-OT1","ENSG00000285427.1",-2.343,"2.63e-04",3.69,"Down"
NA,"ENSG00000226252.1",-2.344,"8.84e-05",4.86,"Down"
"FAM167A","ENSG00000154319.16",-2.345,"1.40e-08",294.23,"Down"
"PALM2AKAP2","ENSG00000157654.19",-2.347,"9.14e-41",3591.11,"Down"
"LINC02623","ENSG00000234944.2",-2.347,"2.93e-02",1.52,"Down"
"LINC00607","ENSG00000235770.7",-2.349,"5.79e-16",34.45,"Down"
NA,"ENSG00000305989.1",-2.351,"4.52e-02",0.82,"Down"
NA,"ENSG00000296072.1",-2.351,"4.67e-02",1.01,"Down"
"CD5L","ENSG00000073754.6",-2.353,"9.55e-03",18.16,"Down"
"WWC2","ENSG00000151718.16",-2.354,"2.02e-48",1479.14,"Down"
"MT1A","ENSG00000205362.11",-2.354,"1.08e-02",17.52,"Down"
NA,"ENSG00000279579.4",-2.355,"8.92e-08",7.18,"Down"
"GP6","ENSG00000088053.11",-2.358,"2.06e-03",3.09,"Down"
"LDB2","ENSG00000169744.13",-2.359,"7.44e-40",776.77,"Down"
"C4BPA","ENSG00000123838.11",-2.359,"1.56e-05",4508.24,"Down"
"TBX3","ENSG00000135111.16",-2.36,"2.61e-15",432.58,"Down"
"ANXA8","ENSG00000265190.7",-2.361,"6.18e-06",53.56,"Down"
"JCAD","ENSG00000165757.9",-2.362,"6.78e-40",1696.49,"Down"
NA,"ENSG00000250194.1",-2.362,"4.50e-02",0.83,"Down"
"LOC574538","ENSG00000249695.6",-2.367,"6.40e-04",4.72,"Down"
"WASF3","ENSG00000132970.14",-2.368,"4.19e-39",119.41,"Down"
"OSCAR","ENSG00000170909.14",-2.369,"1.02e-10",281.66,"Down"
"OR2C1","ENSG00000168158.4",-2.369,"3.27e-02",1.07,"Down"
"LINC02518","ENSG00000232316.3",-2.369,"3.96e-02",1.29,"Down"
NA,"ENSG00000282840.1",-2.37,"7.87e-07",7.23,"Down"
"APOC1P1","ENSG00000291128.2",-2.37,"2.68e-04",4.59,"Down"
"UMODL1-AS1","ENSG00000184385.2",-2.37,"5.35e-03",5.39,"Down"
NA,"ENSG00000267774.2",-2.371,"1.59e-02",1.86,"Down"
NA,"ENSG00000300260.1",-2.373,"1.08e-02",3.09,"Down"
"TAL1","ENSG00000162367.12",-2.374,"4.34e-31",117.37,"Down"
"SLITRK2","ENSG00000185985.11",-2.374,"6.86e-07",17.09,"Down"
"DES","ENSG00000175084.13",-2.375,"3.67e-09",218.27,"Down"
NA,"ENSG00000301982.1",-2.375,"1.05e-02",1.91,"Down"
"CA2","ENSG00000104267.10",-2.376,"3.60e-15",663.3,"Down"
"ECSCR","ENSG00000249751.4",-2.378,"4.78e-40",51.67,"Down"
NA,"ENSG00000302753.1",-2.379,"1.29e-02",1.89,"Down"
"FGR","ENSG00000000938.13",-2.382,"4.87e-16",732.26,"Down"
"ELAPOR2","ENSG00000164659.15",-2.384,"5.82e-21",938.4,"Down"
NA,"ENSG00000259413.2",-2.384,"3.09e-02",1.07,"Down"
"PGC","ENSG00000096088.16",-2.386,"1.66e-03",1800.25,"Down"
NA,"ENSG00000302072.1",-2.386,"1.56e-02",1.88,"Down"
"LINC03007","ENSG00000223561.9",-2.388,"1.88e-06",6.34,"Down"
"GLIPR2","ENSG00000122694.16",-2.39,"3.53e-55",980.32,"Down"
"TDRD9","ENSG00000156414.20",-2.391,"6.81e-08",67.2,"Down"
"MYCT1","ENSG00000120279.7",-2.395,"2.99e-35",397.13,"Down"
"CHRDL1","ENSG00000101938.15",-2.395,"7.81e-19",1002.93,"Down"
"CHIA","ENSG00000134216.19",-2.395,"5.75e-05",103.36,"Down"
NA,"ENSG00000309050.1",-2.395,"9.26e-05",14.61,"Down"
NA,"ENSG00000308273.1",-2.397,"5.91e-04",5.61,"Down"
"TARID","ENSG00000227954.8",-2.4,"1.96e-07",26.21,"Down"
NA,"ENSG00000272158.1",-2.401,"1.25e-02",1.64,"Down"
"PLAAT5","ENSG00000168004.10",-2.402,"1.98e-10",20.19,"Down"
NA,"ENSG00000283213.2",-2.403,"1.28e-08",8.03,"Down"
"ERICH2-DT","ENSG00000234350.8",-2.404,"2.56e-08",47.96,"Down"
"S1PR1","ENSG00000170989.10",-2.405,"4.10e-32",842.42,"Down"
"CYP3A7","ENSG00000160870.15",-2.407,"4.48e-04",4.65,"Down"
"MAMDC2","ENSG00000165072.10",-2.409,"3.73e-10",486.86,"Down"
"GPA33","ENSG00000143167.12",-2.411,"4.06e-03",61.9,"Down"
"FGFR4","ENSG00000160867.15",-2.415,"5.28e-10",87.42,"Down"
NA,"ENSG00000259072.3",-2.415,"8.42e-06",4.51,"Down"
NA,"ENSG00000295215.1",-2.415,"2.88e-02",1.08,"Down"
NA,"ENSG00000293321.1",-2.416,"1.62e-02",1.65,"Down"
"PDE1C","ENSG00000154678.18",-2.417,"3.42e-19",127.9,"Down"
"RGS9BP","ENSG00000186326.4",-2.419,"2.78e-04",4.58,"Down"
"TLR8","ENSG00000101916.12",-2.42,"1.89e-17",394.41,"Down"
"C8A","ENSG00000157131.12",-2.42,"3.68e-02",1.58,"Down"
NA,"ENSG00000286806.1",-2.421,"2.99e-02",0.85,"Down"
"SIGLEC11","ENSG00000161640.15",-2.422,"1.69e-05",28.38,"Down"
NA,"ENSG00000275612.1",-2.422,"4.34e-02",1.31,"Down"
"SFTA1P","ENSG00000225383.9",-2.423,"6.90e-08",455,"Down"
"LINC02570","ENSG00000237923.3",-2.424,"1.77e-02",3.03,"Down"
NA,"ENSG00000288828.2",-2.424,"2.83e-02",2.68,"Down"
"NLRC4","ENSG00000091106.19",-2.429,"2.66e-35",93.14,"Down"
"LEPR","ENSG00000116678.20",-2.43,"3.52e-31",880.51,"Down"
NA,"ENSG00000281969.1",-2.433,"1.17e-02",1.32,"Down"
"NXF3","ENSG00000147206.17",-2.438,"5.22e-12",61.6,"Down"
"OLR1","ENSG00000173391.9",-2.438,"1.33e-10",2250.54,"Down"
NA,"ENSG00000286695.2",-2.44,"3.98e-02",0.68,"Down"
"RBP2","ENSG00000114113.6",-2.447,"4.35e-03",15.92,"Down"
"CLEC1B","ENSG00000165682.15",-2.449,"1.65e-07",9.99,"Down"
NA,"ENSG00000223765.4",-2.45,"2.70e-02",0.88,"Down"
NA,"ENSG00000306223.1",-2.45,"4.45e-02",2.58,"Down"
"CCDC54","ENSG00000138483.3",-2.451,"4.89e-03",1.96,"Down"
NA,"ENSG00000242640.1",-2.453,"8.06e-10",13.57,"Down"
NA,"ENSG00000307715.1",-2.454,"6.94e-03",2.01,"Down"
NA,"ENSG00000307709.1",-2.454,"1.72e-02",1.97,"Down"
NA,"ENSG00000286150.1",-2.457,"1.53e-02",1.67,"Down"
"KLRF1","ENSG00000150045.12",-2.459,"1.73e-11",42.62,"Down"
"ACOXL","ENSG00000153093.21",-2.461,"4.00e-12",141.78,"Down"
"TGFBR3","ENSG00000069702.11",-2.462,"8.62e-34",817.5,"Down"
NA,"ENSG00000261618.2",-2.462,"6.90e-04",36.93,"Down"
"MYH1","ENSG00000109061.10",-2.462,"1.60e-02",1.7,"Down"
"GIMAP1","ENSG00000213203.3",-2.464,"4.08e-17",169.93,"Down"
"BCHE","ENSG00000114200.10",-2.465,"3.48e-09",125.86,"Down"
NA,"ENSG00000249453.1",-2.468,"2.70e-02",3.81,"Down"
"CLEC4D","ENSG00000166527.8",-2.47,"1.63e-07",18.03,"Down"
