"symbol","gene_id","log2FoldChange","padj","baseMean","regulacion"
"RAET1K","ENSG00000290917.2",1.387,"4.44e-02",2.41,"Up"
"P4HB","ENSG00000185624.16",1.386,"2.66e-06",7181.69,"Up"
"SLC25A39","ENSG00000013306.16",1.386,"1.09e-05",526.11,"Up"
"DNAH14","ENSG00000185842.16",1.385,"1.41e-09",95.19,"Up"
"GRID2IP","ENSG00000215045.9",1.385,"3.02e-04",16.7,"Up"
"ARL4D","ENSG00000175906.5",1.385,"3.91e-03",86.31,"Up"
NA,"ENSG00000228137.1",1.384,"3.34e-02",2.75,"Up"
"ANKRD61","ENSG00000157999.6",1.383,"1.06e-03",8.75,"Up"
"ATAD3B","ENSG00000160072.20",1.382,"3.64e-08",115.5,"Up"
"B4GALNT3","ENSG00000139044.12",1.382,"1.27e-05",356.88,"Up"
"SDK1","ENSG00000146555.20",1.382,"3.96e-04",213,"Up"
"PLEKHG7","ENSG00000187510.11",1.382,"1.22e-02",22.72,"Up"
"ZKSCAN2-DT","ENSG00000274925.2",1.38,"6.93e-06",18.49,"Up"
"LMNB2","ENSG00000176619.13",1.379,"2.02e-05",250.11,"Up"
"NDUFA13","ENSG00000186010.19",1.379,"3.41e-03",10.16,"Up"
"LOC317727","ENSG00000224280.1",1.379,"2.58e-02",3.32,"Up"
"SPATA32","ENSG00000184361.13",1.379,"3.84e-02",4.64,"Up"
"DAP","ENSG00000112977.16",1.378,"2.05e-13",2094.82,"Up"
"LINC01409","ENSG00000237491.11",1.378,"8.31e-07",17.64,"Up"
NA,"ENSG00000295894.1",1.378,"4.99e-02",3.44,"Up"
"MEX3B","ENSG00000183496.6",1.377,"2.74e-06",34.23,"Up"
"FAM53A","ENSG00000174137.14",1.377,"3.95e-02",3.28,"Up"
"MAPK8IP3","ENSG00000138834.15",1.376,"4.33e-09",275.79,"Up"
"ESCO2","ENSG00000171320.15",1.376,"9.57e-04",49.42,"Up"
"CRYBG2","ENSG00000176092.17",1.376,"7.03e-03",42.12,"Up"
"NACAD","ENSG00000136274.9",1.376,"7.06e-03",20.33,"Up"
"ITGB2-AS1","ENSG00000227039.9",1.375,"3.87e-02",103.37,"Up"
"NLRP7","ENSG00000167634.12",1.375,"4.03e-02",6.59,"Up"
"ENTPD3","ENSG00000168032.10",1.374,"2.12e-02",297.89,"Up"
"ABCC5","ENSG00000114770.17",1.372,"2.20e-04",876.51,"Up"
NA,"ENSG00000280069.1",1.372,"3.32e-02",3.2,"Up"
NA,"ENSG00000286689.1",1.372,"3.37e-02",4.82,"Up"
"NEB","ENSG00000183091.21",1.37,"1.52e-03",45.15,"Up"
NA,"ENSG00000254165.1",1.37,"7.18e-03",5.31,"Up"
"CEP170B","ENSG00000099814.17",1.369,"2.24e-10",189.05,"Up"
NA,"ENSG00000273142.1",1.368,"4.45e-07",34.08,"Up"
"PPP1R16A","ENSG00000160972.10",1.368,"4.59e-05",22.4,"Up"
NA,"ENSG00000188801.9",1.367,"6.72e-03",89.07,"Up"
"MAPK8IP1P1","ENSG00000262500.1",1.367,"3.45e-02",2.89,"Up"
"ZNF90","ENSG00000213988.11",1.367,"3.50e-02",45.99,"Up"
"KCNMB3","ENSG00000171121.17",1.366,"5.43e-08",43.14,"Up"
"SSR4","ENSG00000180879.14",1.366,"1.62e-06",928.41,"Up"
"NLGN2","ENSG00000169992.10",1.366,"8.03e-06",150.36,"Up"
"ZFTRAF1","ENSG00000187954.14",1.366,"1.77e-05",55.58,"Up"
"SLC16A3","ENSG00000141526.18",1.366,"2.22e-05",374.84,"Up"
NA,"ENSG00000237950.4",1.366,"4.50e-04",15.08,"Up"
"PRRX1","ENSG00000116132.12",1.366,"7.35e-04",708.41,"Up"
"PHLDB3","ENSG00000176531.12",1.366,"6.18e-03",31.98,"Up"
"BAIAP3","ENSG00000007516.15",1.366,"8.35e-03",27.6,"Up"
"POLB","ENSG00000070501.12",1.365,"6.87e-04",352.37,"Up"
NA,"ENSG00000260743.1",1.365,"3.74e-02",2.52,"Up"
"TCF3","ENSG00000071564.19",1.364,"3.48e-06",247.09,"Up"
"H4C14","ENSG00000270882.3",1.364,"1.76e-05",95.75,"Up"
NA,"ENSG00000280832.4",1.364,"1.61e-04",26.08,"Up"
"DRAIC","ENSG00000245750.12",1.364,"4.66e-02",23.03,"Up"
"STK39","ENSG00000198648.12",1.363,"1.99e-07",731.93,"Up"
NA,"ENSG00000296488.1",1.362,"1.22e-05",13.56,"Up"
"TSPAN6","ENSG00000000003.16",1.362,"3.21e-05",520.99,"Up"
"FBXW10","ENSG00000171931.13",1.362,"3.33e-02",6.13,"Up"
"IGLV1-51","ENSG00000211644.3",1.362,"3.93e-02",411.77,"Up"
"AHDC1","ENSG00000126705.15",1.361,"4.57e-08",109.31,"Up"
"CNKSR1","ENSG00000142675.18",1.361,"5.60e-05",185.64,"Up"
"LINC01132","ENSG00000227630.5",1.36,"2.24e-05",15.34,"Up"
NA,"ENSG00000274964.1",1.36,"3.40e-03",15.58,"Up"
"KLHDC7A","ENSG00000179023.9",1.359,"2.30e-02",98.79,"Up"
NA,"ENSG00000291051.2",1.359,"4.58e-02",4.18,"Up"
"FAM86HP","ENSG00000291081.2",1.357,"3.42e-08",32.66,"Up"
"SORD","ENSG00000140263.15",1.357,"2.24e-04",304.76,"Up"
"GPI","ENSG00000105220.17",1.356,"8.31e-07",1926.91,"Up"
"SLC39A4","ENSG00000147804.10",1.356,"6.26e-06",36.96,"Up"
NA,"ENSG00000273084.3",1.356,"1.51e-02",9.67,"Up"
"HAL","ENSG00000084110.11",1.356,"4.24e-02",57.49,"Up"
NA,"ENSG00000214018.3",1.355,"2.96e-03",7.47,"Up"
"FIGNL1","ENSG00000132436.13",1.354,"1.34e-23",201.94,"Up"
"PCGF3-AS1","ENSG00000249592.8",1.354,"2.08e-07",54.31,"Up"
NA,"ENSG00000225313.6",1.354,"6.10e-07",28.96,"Up"
NA,"ENSG00000302714.1",1.354,"2.18e-02",4.09,"Up"
"FKBP4","ENSG00000004478.8",1.353,"4.86e-06",785.45,"Up"
"TYMS","ENSG00000176890.16",1.353,"1.82e-04",103.56,"Up"
"ABCB9","ENSG00000150967.19",1.352,"1.13e-05",36.61,"Up"
NA,"ENSG00000267278.7",1.351,"1.96e-07",74.42,"Up"
"ACAP3","ENSG00000131584.19",1.351,"1.32e-06",129.69,"Up"
NA,"ENSG00000260924.4",1.351,"2.68e-02",3.62,"Up"
"PLVAP","ENSG00000130300.9",1.35,"1.45e-04",224.52,"Up"
"KCNK5","ENSG00000164626.9",1.349,"1.19e-02",343.3,"Up"
"CHKB-CPT1B","ENSG00000254413.8",1.349,"1.28e-02",7.32,"Up"
"JPT2","ENSG00000206053.13",1.348,"5.52e-10",1286.36,"Up"
"PDLIM7","ENSG00000196923.14",1.348,"4.53e-09",177.27,"Up"
"ENO1","ENSG00000074800.16",1.347,"3.88e-10",12339.84,"Up"
NA,"ENSG00000287737.4",1.347,"1.03e-03",14.66,"Up"
NA,"ENSG00000280407.3",1.347,"3.72e-03",9.14,"Up"
"ATAD5","ENSG00000176208.9",1.344,"1.87e-06",88.01,"Up"
"FANCA","ENSG00000187741.16",1.344,"1.06e-04",111.14,"Up"
"MROH7","ENSG00000184313.20",1.344,"1.41e-02",4.4,"Up"
NA,"ENSG00000278817.1",1.344,"2.05e-02",22.28,"Up"
"METTL14-DT","ENSG00000281731.4",1.344,"3.14e-02",4.35,"Up"
"ZNF280B","ENSG00000275004.4",1.343,"5.21e-03",34.99,"Up"
"ELF3","ENSG00000163435.16",1.342,"1.48e-07",1563.47,"Up"
"NUP155","ENSG00000113569.17",1.342,"2.26e-06",628.46,"Up"
"LOC105374174","ENSG00000286585.4",1.342,"2.75e-02",4.15,"Up"
"DDN-AS1","ENSG00000257913.5",1.342,"4.42e-02",4.32,"Up"
"RASD1","ENSG00000108551.5",1.341,"2.01e-02",87.82,"Up"
NA,"ENSG00000302878.1",1.341,"3.43e-02",3.46,"Up"
"ZNF469","ENSG00000225614.4",1.34,"3.28e-03",31.44,"Up"
"ZNF598","ENSG00000167962.15",1.339,"1.32e-04",79.7,"Up"
"TTC22","ENSG00000006555.11",1.338,"6.55e-07",97.51,"Up"
NA,"ENSG00000234338.1",1.338,"1.86e-04",12.58,"Up"
NA,"ENSG00000298361.1",1.337,"4.88e-03",8.42,"Up"
"PXDNL","ENSG00000147485.13",1.337,"1.28e-02",17.45,"Up"
"LOC105371795","ENSG00000267288.3",1.337,"2.13e-02",4.87,"Up"
"LOC105379499","ENSG00000280018.5",1.337,"4.33e-02",12.9,"Up"
"ACOT11","ENSG00000162390.18",1.336,"2.95e-05",47.29,"Up"
"FAM171B","ENSG00000144369.14",1.336,"3.72e-03",120.28,"Up"
"ALDOC","ENSG00000109107.14",1.335,"3.89e-05",254.28,"Up"
NA,"ENSG00000290457.2",1.334,"5.97e-03",4.98,"Up"
NA,"ENSG00000259343.10",1.333,"5.77e-07",13.96,"Up"
"FJX1","ENSG00000179431.7",1.333,"1.24e-03",29.16,"Up"
NA,"ENSG00000260233.5",1.331,"1.13e-08",31.96,"Up"
NA,"ENSG00000299747.1",1.331,"2.97e-02",4.98,"Up"
"ZBTB32","ENSG00000011590.14",1.331,"3.19e-02",5.64,"Up"
NA,"ENSG00000289421.2",1.33,"1.21e-02",5.89,"Up"
"GALNT3","ENSG00000115339.15",1.329,"3.88e-03",967.26,"Up"
"PRADX","ENSG00000235027.1",1.329,"4.58e-02",4.43,"Up"
"KRT8P32","ENSG00000250221.1",1.328,"5.62e-03",12.6,"Up"
NA,"ENSG00000240463.1",1.328,"3.71e-02",2.67,"Up"
"CYP2D6","ENSG00000100197.23",1.327,"6.99e-04",14.42,"Up"
"SH3RF2","ENSG00000156463.18",1.326,"4.29e-02",192.22,"Up"
NA,"ENSG00000230551.4",1.325,"5.53e-08",262.53,"Up"
NA,"ENSG00000269153.1",1.325,"6.54e-04",10.68,"Up"
"RTEL1","ENSG00000258366.12",1.324,"1.35e-04",15.85,"Up"
"GRM2","ENSG00000164082.15",1.324,"3.61e-02",3.79,"Up"
"RPS17","ENSG00000182774.13",1.322,"1.02e-06",55.26,"Up"
"SLC13A3","ENSG00000158296.14",1.321,"1.87e-02",64.36,"Up"
"SPEG","ENSG00000072195.15",1.32,"1.68e-03",58.89,"Up"
"TRIM45","ENSG00000134253.10",1.319,"5.53e-04",71.14,"Up"
"CLSTN1","ENSG00000171603.18",1.318,"8.80e-06",1992.12,"Up"
"ZNF512B","ENSG00000196700.9",1.317,"9.15e-06",238.03,"Up"
"IPCEF1","ENSG00000074706.14",1.317,"1.96e-03",144.33,"Up"
"SPDYE1","ENSG00000136206.5",1.317,"6.63e-03",6.48,"Up"
"NOC2LP1","ENSG00000213225.8",1.316,"2.43e-06",27.96,"Up"
"COL6A1","ENSG00000142156.16",1.316,"3.15e-06",857.9,"Up"
"IL22RA1","ENSG00000142677.4",1.316,"3.99e-03",14.7,"Up"
NA,"ENSG00000271266.1",1.316,"2.56e-02",5.83,"Up"
"PUS1","ENSG00000177192.14",1.315,"1.41e-09",71.07,"Up"
"SPDYE10","ENSG00000274570.6",1.315,"1.29e-03",8.93,"Up"
"CXADR","ENSG00000154639.19",1.315,"2.64e-02",1300.58,"Up"
"FBXL19","ENSG00000099364.18",1.314,"2.70e-07",61.75,"Up"
"RPP40","ENSG00000124787.14",1.314,"3.31e-06",42.79,"Up"
"RTKN","ENSG00000114993.17",1.313,"1.01e-18",215.96,"Up"
"ELOVL2","ENSG00000197977.4",1.313,"1.59e-03",12.07,"Up"
NA,"ENSG00000254461.1",1.313,"1.83e-03",7.92,"Up"
NA,"ENSG00000230325.1",1.313,"4.27e-02",4.29,"Up"
"HTR4","ENSG00000164270.19",1.313,"4.82e-02",3.51,"Up"
"NSUN5P1","ENSG00000291151.2",1.312,"2.81e-06",272.47,"Up"
"ALDH1B1","ENSG00000137124.8",1.312,"2.31e-05",308.83,"Up"
"CLDN1","ENSG00000163347.6",1.311,"4.75e-03",1089.28,"Up"
"SLC22A20P","ENSG00000293475.2",1.311,"4.51e-02",3.96,"Up"
"XRRA1","ENSG00000166435.17",1.31,"9.30e-10",102.17,"Up"
"BACE2","ENSG00000182240.16",1.31,"9.46e-04",731.76,"Up"
"CLPTM1L","ENSG00000049656.14",1.309,"1.46e-07",1664.44,"Up"
NA,"ENSG00000257086.2",1.309,"1.50e-02",5.49,"Up"
"IPO4","ENSG00000196497.17",1.308,"4.20e-04",7.86,"Up"
NA,"ENSG00000206927.1",1.308,"2.96e-02",4.31,"Up"
"ZNF571-AS1","ENSG00000267470.7",1.308,"4.26e-02",19.19,"Up"
"RHPN2","ENSG00000131941.8",1.306,"4.68e-08",200.3,"Up"
NA,"ENSG00000291068.2",1.306,"9.41e-07",82.58,"Up"
"WDR4","ENSG00000160193.12",1.304,"3.14e-07",64.89,"Up"
"GABRR2","ENSG00000111886.11",1.303,"4.46e-05",20.03,"Up"
"ADCK5","ENSG00000173137.12",1.303,"3.68e-04",23.31,"Up"
NA,"ENSG00000272720.1",1.303,"1.31e-03",10.45,"Up"
NA,"ENSG00000272721.6",1.303,"7.96e-03",9.9,"Up"
"FRMD6-AS1","ENSG00000258537.7",1.303,"1.79e-02",4.95,"Up"
"RAB38","ENSG00000123892.12",1.302,"9.85e-07",178.66,"Up"
"FOSL2-AS1","ENSG00000229951.7",1.302,"1.59e-02",7.74,"Up"
"PPP2R3B","ENSG00000167393.18",1.301,"6.58e-05",11.18,"Up"
"PUS7","ENSG00000091127.14",1.301,"6.85e-05",333.92,"Up"
NA,"ENSG00000247373.4",1.301,"1.13e-04",18.73,"Up"
"TSPAN5","ENSG00000168785.8",1.301,"1.54e-04",326.36,"Up"
"MTMR11","ENSG00000014914.21",1.301,"3.02e-04",258.38,"Up"
"CADM4","ENSG00000105767.3",1.301,"1.16e-03",114.95,"Up"
NA,"ENSG00000273284.1",1.301,"2.99e-03",13.34,"Up"
"C1orf74","ENSG00000162757.4",1.301,"1.87e-02",3.66,"Up"
NA,"ENSG00000280378.1",1.301,"3.34e-02",3.4,"Up"
NA,"ENSG00000294203.1",1.299,"5.28e-04",13.3,"Up"
"SPATA20","ENSG00000006282.22",1.299,"4.61e-03",358.28,"Up"
"SDCBP2","ENSG00000125775.15",1.299,"1.23e-02",65.82,"Up"
"POLR2H","ENSG00000163882.10",1.298,"7.55e-18",391.29,"Up"
NA,"ENSG00000261654.1",1.298,"2.87e-02",7.06,"Up"
"TRIM59","ENSG00000213186.8",1.297,"5.23e-11",96.55,"Up"
"CCT5","ENSG00000150753.12",1.297,"3.33e-05",2644.86,"Up"
"NELFCD","ENSG00000101158.15",1.297,"9.99e-03",5.78,"Up"
NA,"ENSG00000278959.1",1.297,"4.84e-02",3.63,"Up"
"VMP1","ENSG00000062716.13",1.296,"2.65e-22",3470.7,"Up"
"XYLT2","ENSG00000015532.10",1.296,"7.18e-06",184.32,"Up"
"DSCC1","ENSG00000136982.6",1.296,"1.81e-04",51.29,"Up"
NA,"ENSG00000175730.8",1.296,"4.37e-03",33.94,"Up"
"SRPK1","ENSG00000096063.16",1.295,"1.95e-13",551.29,"Up"
"ATAT1","ENSG00000137343.18",1.295,"6.81e-13",106.87,"Up"
"SEMA7A","ENSG00000138623.10",1.295,"1.08e-05",138.23,"Up"
NA,"ENSG00000229325.1",1.295,"8.85e-03",6.62,"Up"
"VAT1L","ENSG00000171724.3",1.295,"4.66e-02",10.52,"Up"
"CCDC110","ENSG00000168491.10",1.294,"6.22e-03",16.35,"Up"
"SDHAP1","ENSG00000290763.2",1.293,"3.85e-08",148.87,"Up"
"PI4KAP2","ENSG00000293427.2",1.293,"1.53e-03",34.08,"Up"
"LOXL4","ENSG00000138131.4",1.293,"1.55e-02",146.65,"Up"
NA,"ENSG00000289437.1",1.293,"2.73e-02",4.71,"Up"
"H2BC4","ENSG00000180596.9",1.293,"3.26e-02",20.73,"Up"
"IRF4","ENSG00000137265.16",1.292,"4.06e-04",249.77,"Up"
"IL23A","ENSG00000110944.9",1.292,"4.75e-03",14.28,"Up"
NA,"ENSG00000272807.1",1.292,"8.99e-03",8.21,"Up"
"PTPRF","ENSG00000142949.17",1.291,"1.75e-08",2493.62,"Up"
NA,"ENSG00000278864.1",1.291,"4.75e-05",44.44,"Up"
NA,"ENSG00000305656.1",1.291,"2.79e-02",5.21,"Up"
"TLCD3A","ENSG00000167695.15",1.29,"2.78e-03",273.75,"Up"
NA,"ENSG00000290192.2",1.29,"7.19e-03",5.05,"Up"
NA,"ENSG00000220884.2",1.289,"2.95e-02",16.67,"Up"
"ARHGEF39","ENSG00000137135.18",1.287,"1.70e-04",45.92,"Up"
"MYO7A","ENSG00000137474.23",1.287,"7.09e-03",101.86,"Up"
"SCIN","ENSG00000006747.15",1.287,"1.68e-02",388.37,"Up"
"RRAD","ENSG00000166592.13",1.287,"3.07e-02",83.06,"Up"
"NOL6","ENSG00000165271.17",1.286,"1.01e-09",703.93,"Up"
"PLXDC1","ENSG00000161381.14",1.286,"3.37e-09",266.12,"Up"
NA,"ENSG00000288065.1",1.286,"3.60e-03",7.91,"Up"
"EIF4EBP1","ENSG00000187840.5",1.286,"2.51e-02",142.38,"Up"
"STBD1","ENSG00000118804.9",1.285,"2.39e-02",13.52,"Up"
"SDHAP2","ENSG00000242086.9",1.284,"1.78e-05",354.91,"Up"
"CHAF1B","ENSG00000159259.8",1.283,"2.99e-05",80.26,"Up"
"MMP2","ENSG00000087245.13",1.283,"7.55e-04",3780.82,"Up"
"PCDHGB2","ENSG00000253910.3",1.283,"1.64e-02",36.93,"Up"
"ZNF703","ENSG00000183779.7",1.283,"1.88e-02",82.7,"Up"
"PLA2G4B","ENSG00000243708.11",1.283,"3.59e-02",5.5,"Up"
"NCAPG2","ENSG00000146918.20",1.28,"2.49e-05",327.16,"Up"
"SPC25","ENSG00000152253.9",1.279,"3.12e-04",33.52,"Up"
"XYLB","ENSG00000093217.11",1.278,"1.74e-04",58.83,"Up"
NA,"ENSG00000280334.1",1.278,"2.24e-02",8.3,"Up"
"RHBDF1","ENSG00000007384.15",1.277,"1.24e-08",213.13,"Up"
NA,"ENSG00000226310.3",1.277,"2.36e-03",15.22,"Up"
"LINC02593","ENSG00000223764.3",1.277,"5.14e-03",9.55,"Up"
NA,"ENSG00000293399.3",1.277,"1.97e-02",4.59,"Up"
"TMEM183AP2","ENSG00000249142.1",1.276,"7.12e-05",10.2,"Up"
"LINC01315","ENSG00000229891.5",1.276,"2.55e-02",5.99,"Up"
"ZNF774","ENSG00000196391.11",1.275,"2.96e-05",50.32,"Up"
"IFITM1","ENSG00000185885.17",1.275,"1.26e-04",729.18,"Up"
"SRSF12","ENSG00000154548.10",1.275,"4.50e-02",15.34,"Up"
NA,"ENSG00000293503.2",1.274,"2.90e-02",6.63,"Up"
"CCDC138","ENSG00000163006.12",1.273,"8.45e-08",50.58,"Up"
"DCST1","ENSG00000163357.11",1.273,"2.11e-03",5.84,"Up"
"ERAP2","ENSG00000164308.18",1.273,"4.27e-02",1206.37,"Up"
"GFUS","ENSG00000104522.16",1.272,"1.40e-07",402.47,"Up"
"CDCA4","ENSG00000170779.11",1.272,"2.09e-05",73.7,"Up"
"SRM","ENSG00000116649.10",1.272,"8.49e-05",222.38,"Up"
"SLC25A22","ENSG00000177542.11",1.272,"6.84e-03",79.25,"Up"
"SSC5D","ENSG00000179954.16",1.272,"9.72e-03",86.65,"Up"
NA,"ENSG00000224126.2",1.272,"2.75e-02",7.88,"Up"
NA,"ENSG00000206567.11",1.271,"2.88e-04",33.16,"Up"
"SRRM5","ENSG00000226763.5",1.271,"7.37e-03",6.93,"Up"
"LSP1P5","ENSG00000291150.2",1.27,"9.30e-06",47.61,"Up"
"LGALS3BP","ENSG00000108679.13",1.27,"5.31e-04",4097.84,"Up"
"PIAS3","ENSG00000131788.16",1.269,"5.23e-14",478.31,"Up"
"PTTG1","ENSG00000164611.13",1.269,"1.82e-04",159.75,"Up"
"ARHGAP11A","ENSG00000198826.11",1.269,"2.03e-03",113.41,"Up"
NA,"ENSG00000225806.9",1.269,"6.08e-03",9.17,"Up"
NA,"ENSG00000295071.1",1.269,"1.92e-02",3.69,"Up"
"CCDC86","ENSG00000110104.13",1.268,"3.97e-05",69.58,"Up"
"D2HGDH","ENSG00000180902.18",1.268,"3.30e-04",85.25,"Up"
"PARPBP","ENSG00000185480.12",1.267,"5.18e-05",56.45,"Up"
"CELSR2","ENSG00000143126.8",1.267,"1.97e-03",150.41,"Up"
NA,"ENSG00000213513.3",1.266,"3.45e-03",6.62,"Up"
"C1orf226","ENSG00000239887.6",1.265,"6.60e-04",127.66,"Up"
NA,"ENSG00000261211.3",1.265,"2.05e-02",20.46,"Up"
"HYOU1","ENSG00000149428.21",1.264,"4.96e-12",2268.25,"Up"
"TRAIP","ENSG00000183763.9",1.264,"2.44e-05",37.35,"Up"
"EPCAM","ENSG00000119888.11",1.264,"1.17e-04",2625.04,"Up"
"ZNF724","ENSG00000196081.10",1.263,"9.40e-04",12.24,"Up"
NA,"ENSG00000286974.1",1.263,"2.67e-02",4.9,"Up"
"ARHGEF38","ENSG00000236699.9",1.263,"4.48e-02",421.9,"Up"
"RUNX2","ENSG00000124813.23",1.262,"3.50e-05",209.15,"Up"
"SULF2","ENSG00000196562.16",1.262,"4.06e-04",634.38,"Up"
NA,"ENSG00000289182.2",1.261,"1.02e-02",4.77,"Up"
"MRAP-AS1","ENSG00000232623.2",1.261,"3.07e-02",3.15,"Up"
"MORN1","ENSG00000116151.14",1.26,"3.50e-05",30.76,"Up"
"DEUP1","ENSG00000165325.15",1.26,"4.10e-02",5.32,"Up"
"TRAP1","ENSG00000126602.11",1.259,"6.68e-09",466.61,"Up"
"LTB4R2","ENSG00000213906.10",1.259,"2.29e-05",30.7,"Up"
NA,"ENSG00000279425.1",1.259,"3.56e-02",5.07,"Up"
"FAT1","ENSG00000083857.15",1.258,"7.78e-06",1373.04,"Up"
"CDIN1","ENSG00000186073.14",1.258,"2.54e-03",82.31,"Up"
"NUGGC","ENSG00000189233.12",1.258,"2.90e-03",33.19,"Up"
"FAM169A","ENSG00000198780.13",1.258,"1.50e-02",31.27,"Up"
NA,"ENSG00000289121.2",1.258,"3.82e-02",3.21,"Up"
"TOP1MT","ENSG00000184428.13",1.257,"4.17e-11",154.99,"Up"
"MRPS5","ENSG00000144029.14",1.257,"1.72e-10",133.96,"Up"
"CHPF2","ENSG00000033100.17",1.257,"2.46e-08",470.2,"Up"
"LPIN3","ENSG00000132793.12",1.257,"2.47e-06",225.02,"Up"
"RAB15","ENSG00000139998.16",1.257,"2.02e-05",347.43,"Up"
"MEST","ENSG00000106484.16",1.256,"2.83e-04",575.26,"Up"
NA,"ENSG00000270149.5",1.256,"4.42e-03",5.06,"Up"
NA,"ENSG00000228797.2",1.256,"1.20e-02",6.59,"Up"
NA,"ENSG00000186301.8",1.256,"1.23e-02",61.31,"Up"
"LRRC56","ENSG00000161328.11",1.256,"1.25e-02",10.82,"Up"
"FSIP2","ENSG00000188738.16",1.255,"2.31e-02",17.77,"Up"
"E2F5","ENSG00000133740.11",1.254,"2.67e-07",133.88,"Up"
NA,"ENSG00000285725.2",1.254,"7.90e-05",36.08,"Up"
"PPP1R26-AS1","ENSG00000225361.5",1.254,"1.86e-03",16.32,"Up"
"CAPN8","ENSG00000203697.12",1.254,"2.04e-02",857.47,"Up"
"NCBP2-AS1","ENSG00000225578.1",1.254,"3.00e-02",4.16,"Up"
"LINC02609","ENSG00000233593.13",1.253,"1.14e-03",25.92,"Up"
"LRRC17","ENSG00000128606.13",1.253,"1.47e-03",82.83,"Up"
"WNK3","ENSG00000196632.12",1.253,"1.21e-02",23.12,"Up"
NA,"ENSG00000305108.1",1.253,"4.91e-02",2.69,"Up"
"PRICKLE3","ENSG00000012211.13",1.252,"7.46e-08",70.14,"Up"
NA,"ENSG00000242553.3",1.252,"7.02e-04",10.41,"Up"
"HOMER3","ENSG00000051128.19",1.252,"1.18e-03",63.35,"Up"
"BRIX1","ENSG00000113460.13",1.251,"4.75e-05",507.37,"Up"
NA,"ENSG00000238279.4",1.251,"1.22e-04",19.88,"Up"
"TSNAX-DT","ENSG00000233461.6",1.251,"1.42e-03",26.04,"Up"
"BCYRN1","ENSG00000236824.2",1.251,"7.09e-03",12.99,"Up"
"NOS3","ENSG00000164867.11",1.251,"2.01e-02",86.73,"Up"
NA,"ENSG00000224848.5",1.25,"1.98e-03",21.18,"Up"
NA,"ENSG00000231407.7",1.25,"6.17e-03",6.23,"Up"
"ARL6IP4","ENSG00000182196.14",1.25,"3.45e-02",4.75,"Up"
"MCMDC2","ENSG00000178460.18",1.249,"6.71e-03",13.69,"Up"
NA,"ENSG00000259726.1",1.249,"1.19e-02",4.8,"Up"
"QTRT1","ENSG00000213339.9",1.248,"1.75e-04",95.65,"Up"
"FBXL6","ENSG00000182325.11",1.247,"2.53e-03",71.4,"Up"
NA,"ENSG00000227704.3",1.247,"4.18e-02",7.68,"Up"
"TMEM158","ENSG00000249992.2",1.246,"3.99e-02",28.17,"Up"
NA,"ENSG00000258623.2",1.246,"4.37e-02",3.68,"Up"
"TBRG4","ENSG00000136270.14",1.245,"1.16e-08",316.09,"Up"
"BCL2L12","ENSG00000126453.11",1.245,"1.15e-04",47.41,"Up"
"PIDD1","ENSG00000177595.19",1.245,"1.11e-02",31.92,"Up"
"TSSK3","ENSG00000162526.7",1.244,"2.07e-02",3.93,"Up"
NA,"ENSG00000297244.1",1.244,"2.96e-02",5.63,"Up"
"ABCA7","ENSG00000064687.13",1.243,"8.33e-04",157.33,"Up"
"TMUB1","ENSG00000164897.14",1.242,"4.72e-05",57.78,"Up"
"EMC1-AS1","ENSG00000230424.4",1.242,"1.67e-04",12.81,"Up"
"C11orf24","ENSG00000171067.11",1.241,"2.86e-14",234.04,"Up"
"KHDC1","ENSG00000135314.14",1.24,"9.04e-09",20.78,"Up"
NA,"ENSG00000289353.1",1.24,"1.29e-08",80.56,"Up"
"UFSP1","ENSG00000176125.7",1.24,"4.16e-02",3.84,"Up"
"APOBEC3B","ENSG00000179750.16",1.239,"3.03e-03",64,"Up"
"LRRC20","ENSG00000172731.15",1.239,"4.15e-03",206.45,"Up"
"ISG15","ENSG00000187608.10",1.239,"3.62e-02",62.16,"Up"
"PDCD6","ENSG00000249915.9",1.238,"1.86e-07",117.16,"Up"
"MDM2","ENSG00000135679.27",1.238,"2.49e-02",1527.82,"Up"
"INTS1","ENSG00000164880.16",1.237,"6.47e-04",270.26,"Up"
"LINC00649","ENSG00000237945.10",1.237,"2.43e-03",129.37,"Up"
"CDK5RAP3","ENSG00000108465.15",1.236,"6.69e-07",281.24,"Up"
"ZDHHC9","ENSG00000188706.13",1.236,"7.73e-07",1511.08,"Up"
"KRT8P45","ENSG00000224520.2",1.235,"3.02e-07",93.72,"Up"
"AP1S1","ENSG00000106367.15",1.235,"2.13e-05",381.81,"Up"
"PLPP5","ENSG00000147535.17",1.235,"3.51e-05",552.52,"Up"
NA,"ENSG00000203279.7",1.234,"8.93e-03",198.54,"Up"
"OSM","ENSG00000099985.4",1.234,"3.81e-02",55.12,"Up"
"TENM3","ENSG00000218336.9",1.233,"1.02e-02",77.67,"Up"
NA,"ENSG00000266313.3",1.233,"1.07e-02",5.89,"Up"
"LOC105377203","ENSG00000205702.13",1.232,"1.90e-03",21.37,"Up"
"CFHR1","ENSG00000244414.8",1.232,"4.54e-03",13,"Up"
"POU2AF3","ENSG00000214290.9",1.232,"9.89e-03",38.78,"Up"
"FAM186B","ENSG00000135436.8",1.232,"4.05e-02",3.47,"Up"
"PSPH","ENSG00000146733.14",1.231,"1.41e-09",105.52,"Up"
